,0,1,2,3,4,5,6,7,8,9
845,3892,2017-04-24,9:04:38,25.8,933,96.7,54612,0,0,0
846,3896,2017-04-24,9:09:57,25.8,934,98.8,54612,0,0,0
847,3900,2017-04-24,9:15:15,25.9,932,98.6,54612,0,0,0
848,3904,2017-04-24,9:20:37,25.9,934,99.9,54612,0,0,0
849,3908,2017-04-24,9:25:54,25.9,936,99.9,54612,0,0,0
850,3912,2017-04-24,9:31:13,26.0,933,99.9,54612,1,0,2
851,3916,2017-04-24,9:36:31,26.0,936,98.4,54612,1,0,2
852,3924,2017-04-24,9:47:08,26.1,934,99.9,54612,1,0,2
853,3928,2017-04-24,9:52:27,26.1,936,97.5,54612,1,0,2
854,3932,2017-04-24,9:57:45,26.1,938,99.9,54612,1,0,2
855,3936,2017-04-24,10:03:04,26.1,937,97.7,54612,1,0,2
856,3940,2017-04-24,10:08:22,26.1,934,97.8,54612,1,0,2
857,3944,2017-04-24,10:13:41,26.2,938,99.8,54612,1,0,2
858,3948,2017-04-24,10:18:59,26.2,938,99.9,54612,1,0,2
859,3952,2017-04-24,10:24:19,26.2,937,99.9,54612,1,0,2
860,3956,2017-04-24,10:29:37,26.2,936,99.2,54612,1,0,2
861,3960,2017-04-24,10:34:56,26.3,936,99.9,54612,1,0,2
862,3964,2017-04-24,10:40:14,26.3,931,99.9,54612,1,0,2
863,3968,2017-04-24,10:45:32,26.3,934,99.7,54612,1,0,2
864,3972,2017-04-24,10:50:53,26.4,937,99.8,54612,1,0,2
865,3980,2017-04-24,11:01:30,26.4,938,99.9,54612,1,0,2
866,3984,2017-04-24,11:06:49,26.4,937,98.7,54612,1,0,2
867,3988,2017-04-24,11:12:13,26.4,938,99.9,54612,1,0,2
868,3992,2017-04-24,11:17:32,26.5,933,99.5,54612,1,0,2
869,3996,2017-04-24,12:34:05,26.8,936,98.8,54612,1,0,2
870,4000,2017-04-24,12:39:22,26.9,926,99.9,54612,1,1,3
871,4004,2017-04-24,12:44:39,26.9,927,99.9,54612,1,1,3
872,4008,2017-04-24,12:49:58,26.9,926,99.8,54612,1,1,3
873,4016,2017-04-24,1:00:32,27.0,925,99.3,54612,1,1,3
874,4020,2017-04-24,1:05:50,27.0,926,99.3,54612,1,1,3
875,4024,2017-04-24,1:11:14,27.1,927,99.0,54612,1,1,3
876,4028,2017-04-24,1:16:33,27.2,931,98.6,54612,1,0,2
877,4032,2017-04-24,1:21:50,27.2,932,98.7,54612,1,0,2
878,4036,2017-04-24,1:27:11,27.2,933,99.6,54612,1,0,2
879,4040,2017-04-24,1:32:32,27.2,932,97.5,54612,1,0,2
880,4044,2017-04-24,1:37:50,27.2,932,98.6,54612,1,0,2
881,4048,2017-04-24,1:43:09,27.2,932,97.4,54612,1,0,2
882,4052,2017-04-24,1:48:27,27.2,932,98.1,54612,1,0,2
883,4056,2017-04-24,1:53:45,27.2,933,97.1,54612,1,0,2
884,4060,2017-04-24,1:59:03,27.3,934,96.5,54612,1,0,2
885,4064,2017-04-24,2:04:21,27.3,932,95.3,54612,1,0,2
886,4068,2017-04-24,2:09:38,27.3,933,96.1,54612,1,0,2
887,4076,2017-04-24,2:20:13,27.4,936,97.5,54612,1,0,2
888,4080,2017-04-24,2:25:33,27.4,934,97.0,54612,1,0,2
889,4084,2017-04-24,2:30:53,27.4,930,98.9,54612,1,0,2
890,4088,2017-04-24,2:36:13,27.4,932,99.4,54612,1,0,2
891,4092,2017-04-24,2:59:20,27.5,931,99.1,54612,1,0,2
892,4096,2017-04-24,3:04:39,27.5,928,99.7,54612,1,1,3
893,4100,2017-04-24,3:09:57,27.5,927,98.9,54612,1,1,3
894,4104,2017-04-24,3:15:25,27.5,931,99.5,54612,1,0,2
895,4108,2017-04-24,3:20:54,27.6,929,99.6,54612,1,1,3
896,4112,2017-04-24,3:26:14,27.6,931,99.1,54612,1,0,2
897,4116,2017-04-24,3:31:33,27.6,931,98.9,54612,1,0,2
898,4120,2017-04-24,3:36:50,27.6,931,98.8,54612,1,0,2
899,4124,2017-04-24,3:42:08,27.6,932,97.6,54612,1,0,2
900,4128,2017-04-24,3:47:25,27.6,931,98.1,54612,1,0,2
901,4132,2017-04-24,3:52:43,27.7,930,97.5,54612,1,0,2
902,4136,2017-04-24,3:58:01,27.7,932,97.1,54612,1,0,2
903,4140,2017-04-24,4:03:18,27.7,932,97.8,54612,1,0,2
904,4148,2017-04-24,6:12:48,27.5,929,99.9,54612,1,1,3
905,4152,2017-04-24,6:41:57,27.4,926,98.3,54612,1,1,3
906,4156,2017-04-24,6:47:38,27.5,924,99.9,54612,1,1,3
907,4160,2017-04-24,6:53:23,27.5,922,99.9,54612,1,1,3
908,4164,2017-04-24,6:58:45,27.5,926,99.9,54612,1,1,3
909,4172,2017-04-24,7:09:41,27.5,924,99.9,54612,1,1,3
910,4176,2017-04-24,7:25:15,27.5,928,99.9,54612,1,1,3
911,4184,2017-04-24,8:30:47,27.4,898,99.9,9,1,1,3
912,4192,2017-04-24,9:52:44,27.3,917,99.9,5,1,1,3
913,4196,2017-04-24,9:58:08,27.3,916,99.9,5,1,1,3
914,4200,2017-04-24,10:03:33,27.3,919,99.9,5,1,1,3
915,4204,2017-04-24,10:09:01,27.2,924,99.9,5,1,1,3
916,4208,2017-04-24,10:14:33,27.2,922,99.9,5,1,1,3
917,4212,2017-04-25,6:18:33,25.8,919,99.9,5,0,1,1
918,4216,2017-04-25,6:38:57,25.8,892,99.9,13,0,1,1
919,4220,2017-04-25,6:49:30,25.8,907,99.9,15,0,1,1
920,4224,2017-04-25,7:05:18,25.8,919,99.9,22,0,1,1
921,4228,2017-04-25,7:11:05,25.8,918,99.9,30,0,1,1
922,4232,2017-04-25,10:55:06,26.7,927,99.9,50,1,1,3
923,4236,2017-04-25,11:00:36,26.8,936,99.9,48,1,0,2
924,4240,2017-04-25,11:06:06,26.7,933,99.9,47,1,0,2
925,4244,2017-04-25,11:11:34,26.8,933,99.9,46,1,0,2
926,4248,2017-04-25,11:16:59,26.8,930,99.9,45,1,0,2
927,4252,2017-04-25,11:22:26,26.8,936,99.9,45,1,0,2
928,4256,2017-04-25,11:27:56,26.8,936,99.9,45,1,0,2
929,4260,2017-04-25,11:33:30,26.9,934,99.9,44,1,0,2
930,4264,2017-04-25,11:39:00,26.9,930,99.9,43,1,0,2
931,4268,2017-04-25,11:44:30,26.9,933,99.9,42,1,0,2
932,4272,2017-04-25,11:50:08,27.0,937,99.9,40,1,0,2
933,4276,2017-04-25,11:55:37,27.0,936,99.9,40,1,0,2
934,4280,2017-04-25,1:00:28,27.3,940,99.9,35,1,0,2
935,4284,2017-04-25,1:05:56,27.4,908,99.9,36,1,1,3
936,4288,2017-04-25,3:16:03,28.0,931,96.7,29,1,0,2
937,4292,2017-04-25,3:21:23,28.0,934,98.4,27,1,0,2
938,4300,2017-04-25,3:32:05,28.0,938,98.3,25,1,0,2
939,4302,2017-04-25,4:19:27,28.1,940,98.2,21,1,0,2
940,4306,2017-04-25,4:24:53,28.1,936,99.9,20,1,0,2
941,4310,2017-04-25,4:30:22,28.1,928,99.9,20,1,1,3
942,4314,2017-04-25,4:35:48,28.1,928,99.2,21,1,1,3
943,4318,2017-04-25,4:41:15,28.1,937,99.2,21,1,0,2
944,4322,2017-04-25,6:31:17,27.8,918,99.9,9,1,1,3
945,4326,2017-04-25,6:41:44,27.7,917,99.9,9,1,1,3
946,4330,2017-04-25,6:57:18,27.7,910,99.9,9,1,1,3
947,4334,2017-04-25,7:03:14,27.7,918,99.5,9,1,1,3
948,4338,2017-04-25,7:18:51,27.6,921,99.9,9,1,1,3
949,4342,2017-04-25,8:09:37,27.6,921,99.9,9,1,1,3
950,4346,2017-04-25,8:25:32,27.6,919,99.9,9,1,1,3
951,4350,2017-04-25,8:31:14,27.6,927,98.3,9,1,1,3
952,4354,2017-04-25,8:52:12,27.4,921,98.4,9,1,1,3
953,4358,2017-04-25,8:57:45,27.4,922,98.3,9,1,1,3
954,4370,2017-04-25,9:24:37,27.4,914,99.9,9,1,1,3
955,4374,2017-04-25,9:30:08,27.5,921,99.9,9,1,1,3
956,4378,2017-04-25,9:40:38,27.4,913,99.9,9,1,1,3
957,4390,2017-04-25,10:02:32,27.4,918,99.9,9,1,1,3
958,4394,2017-04-25,10:08:02,27.4,921,99.9,5,1,1,3
959,4398,2017-04-25,10:13:31,27.4,922,99.9,5,1,1,3
960,4402,2017-04-25,10:18:58,27.4,922,99.9,4,1,1,3
961,4406,2017-04-25,10:24:30,27.4,921,99.7,3,1,1,3
962,4410,2017-04-25,10:30:01,27.3,915,99.9,3,1,1,3
963,4414,2017-04-25,10:35:38,27.3,916,99.9,4,1,1,3
964,4418,2017-04-26,5:44:34,26.2,916,99.9,5,1,1,3
965,4422,2017-04-26,6:45:36,26.0,916,99.5,20,1,1,3
966,4426,2017-04-26,6:51:08,26.0,916,98.7,22,1,1,3
967,4430,2017-04-26,7:19:09,26.0,915,99.7,34,1,1,3
968,4434,2017-04-26,7:50:18,26.0,914,99.9,50,1,1,3
969,4438,2017-04-26,7:55:44,26.0,916,99.9,57,1,1,3
970,4442,2017-04-26,8:01:03,26.0,916,99.3,66,1,1,3
971,4446,2017-04-26,8:06:27,26.0,924,99.9,86,1,1,3
972,4450,2017-04-26,8:35:39,26.2,921,99.9,106,1,1,3
973,4454,2017-04-26,8:41:08,26.3,918,99.9,106,1,1,3
974,4458,2017-04-26,8:46:40,26.3,920,99.9,104,1,1,3
975,4462,2017-04-26,8:52:17,26.4,919,99.9,101,1,1,3
976,4466,2017-04-26,8:57:51,26.4,920,99.1,99,1,1,3
977,4470,2017-04-26,9:03:24,26.4,919,95.1,98,1,1,3
978,4474,2017-04-26,9:08:52,26.5,921,99.1,95,1,1,3
979,4478,2017-04-26,9:14:19,26.5,921,98.8,95,1,1,3
980,4482,2017-04-26,9:19:48,26.5,921,98.3,89,1,1,3
981,4486,2017-04-26,9:25:17,26.6,924,99.6,85,1,1,3
982,4490,2017-04-26,9:30:47,26.6,921,99.2,82,1,1,3
983,4494,2017-04-26,9:36:13,26.6,905,99.5,80,1,1,3
984,4498,2017-04-26,9:41:41,26.7,924,96.8,78,1,1,3
985,4502,2017-04-26,9:47:10,26.7,926,97.3,78,1,1,3
986,4506,2017-04-26,9:52:38,26.7,922,97.4,53,1,1,3
987,4510,2017-04-26,9:58:12,26.8,925,94.6,67,1,1,3
988,4514,2017-04-26,10:03:43,26.8,922,96.6,71,1,1,3
989,4518,2017-04-26,10:09:11,26.8,924,96.1,66,1,1,3
990,4522,2017-04-26,10:14:41,26.8,924,95.9,45,1,1,3
991,4526,2017-04-26,10:20:09,26.8,924,94.9,45,1,1,3
992,4530,2017-04-26,10:25:41,26.8,917,96.5,46,1,1,3
993,4534,2017-04-26,10:31:07,26.8,927,96.4,70,1,1,3
994,4538,2017-04-26,10:36:35,26.8,917,98.6,70,1,1,3
995,4542,2017-04-26,10:42:05,26.9,927,96.8,49,1,1,3
996,4546,2017-04-26,10:47:34,26.9,925,97.9,44,1,1,3
997,4550,2017-04-26,10:53:03,26.9,924,95.3,65,1,1,3
998,4554,2017-04-26,10:58:34,26.9,927,96.5,68,1,1,3
999,4558,2017-04-26,11:04:04,27.0,925,99.9,65,1,1,3
1000,4562,2017-04-26,11:09:37,27.1,921,92.8,64,1,1,3
1001,4566,2017-04-26,3:00:40,28.5,926,93.0,40,1,1,3
1002,4570,2017-04-26,3:06:01,28.6,925,94.4,39,1,1,3
1003,4574,2017-04-26,3:11:24,28.6,926,92.9,40,1,1,3
1004,4579,2017-04-26,3:16:46,28.5,924,92.8,38,1,1,3
1005,4583,2017-04-26,3:22:10,28.6,929,93.4,37,1,1,3
1006,4587,2017-04-26,3:27:32,28.7,925,91.3,36,1,1,3
1007,4591,2017-04-26,3:32:54,28.7,930,91.5,35,1,0,2
1008,4595,2017-04-26,3:38:16,28.8,930,95.7,34,1,0,2
1009,4599,2017-04-26,4:01:26,28.7,927,96.0,30,1,1,3
1010,4603,2017-04-26,4:06:44,28.7,924,96.8,30,1,1,3
1011,4607,2017-04-26,4:12:04,28.7,924,98.2,29,1,1,3
1012,4611,2017-04-26,4:17:24,28.7,917,98.6,28,1,1,3
1013,4615,2017-04-26,4:22:42,28.7,922,99.6,26,1,1,3
1014,4619,2017-04-26,4:28:01,28.7,913,99.3,24,1,1,3
1015,4623,2017-04-26,4:33:22,28.7,918,98.8,26,1,1,3
1016,4627,2017-04-26,4:38:43,28.6,918,99.6,30,1,1,3
1017,4631,2017-04-26,4:44:10,28.6,916,99.6,31,1,1,3
1018,4635,2017-04-26,4:49:38,28.6,916,99.3,32,1,1,3
1019,4639,2017-04-26,4:55:05,28.6,916,99.2,31,1,1,3
1020,4643,2017-04-26,5:00:27,28.6,924,94.9,33,1,1,3
1021,4647,2017-04-26,5:06:09,28.6,916,97.3,35,1,1,3
1022,4651,2017-04-26,7:03:51,28.5,925,99.1,9,1,1,3
1023,4655,2017-04-26,7:09:11,28.1,931,98.1,9,1,0,2
1024,4659,2017-04-26,7:14:34,28.0,932,93.8,9,1,0,2
1025,4663,2017-04-26,7:19:59,28.0,932,96.7,9,1,0,2
1026,4667,2017-04-26,7:25:24,28.0,930,95.7,9,1,0,2
1027,4671,2017-04-26,7:30:49,27.9,937,94.8,9,1,0,2
1028,4675,2017-04-26,7:36:12,27.9,934,94.6,9,1,0,2
1029,4679,2017-04-26,7:41:33,27.9,933,90.7,9,1,0,2
1030,4683,2017-04-26,7:46:55,27.9,937,95.0,9,1,0,2
1031,4687,2017-04-26,7:52:16,27.8,937,94.4,9,1,0,2
1032,4691,2017-04-26,7:57:41,27.8,940,95.2,9,1,0,2
1033,4695,2017-04-26,8:03:06,27.8,945,90.9,9,1,0,2
1034,4699,2017-04-26,8:08:29,27.7,946,90.2,9,1,0,2
1035,4703,2017-04-26,8:14:01,27.7,949,93.3,9,1,0,2
1036,4707,2017-04-26,8:19:28,27.7,944,93.2,9,1,0,2
1037,4711,2017-04-26,8:24:56,27.7,949,91.1,9,1,0,2
1038,4715,2017-04-26,8:30:23,27.7,951,91.2,9,1,0,2
1039,4719,2017-04-26,8:35:43,27.7,946,89.6,9,1,0,2
1040,4723,2017-04-26,8:41:04,27.6,950,93.6,9,1,0,2
1041,4727,2017-04-26,8:46:31,27.6,946,95.1,9,1,0,2
1042,4731,2017-04-26,8:51:56,27.6,945,94.2,9,1,0,2
1043,4735,2017-04-26,8:57:19,27.7,943,94.8,9,1,0,2
1044,4739,2017-04-26,9:02:42,27.7,952,90.6,9,1,0,2
1045,4743,2017-04-26,9:08:03,27.6,944,92.7,9,1,0,2
1046,4755,2017-04-27,7:59:29,26.6,965,99.9,57,1,0,2
1047,4759,2017-04-27,8:04:57,26.6,965,99.9,74,1,0,2
1048,4763,2017-04-27,8:10:26,26.6,969,99.9,82,1,0,2
1049,4767,2017-04-27,8:15:51,26.6,967,99.9,91,1,0,2
1050,4771,2017-04-27,8:21:16,26.7,965,99.9,91,1,0,2
1051,4775,2017-04-27,8:26:44,26.8,961,99.9,90,1,0,2
1052,4779,2017-04-27,8:32:14,26.8,965,99.9,90,1,0,2
1053,4783,2017-04-27,8:37:43,26.8,964,99.9,91,1,0,2
1054,4787,2017-04-27,8:43:09,26.8,965,99.9,90,1,0,2
1055,4791,2017-04-27,8:48:37,26.8,952,99.7,88,1,0,2
1056,4795,2017-04-27,8:54:05,26.9,955,99.2,85,1,0,2
1057,4799,2017-04-27,8:59:31,26.9,957,99.6,85,1,0,2
1058,4803,2017-04-27,9:04:58,27.0,972,99.4,84,1,0,2
1059,4807,2017-04-27,9:10:24,27.0,974,98.9,81,1,0,2
1060,4811,2017-04-27,9:15:54,27.0,972,98.7,79,1,0,2
1061,4815,2017-04-27,9:21:20,27.1,980,97.9,75,1,0,2
1062,4819,2017-04-27,9:26:45,27.1,980,99.4,72,1,0,2
1063,4823,2017-04-27,9:32:12,27.1,986,99.1,71,1,0,2
1064,4827,2017-04-27,9:37:41,27.2,985,98.7,69,1,0,2
1065,4831,2017-04-27,9:43:07,27.2,985,97.2,69,1,0,2
1066,4835,2017-04-27,9:48:31,27.2,969,97.4,65,1,0,2
1067,4839,2017-04-27,9:54:01,27.2,988,97.8,64,1,0,2
1068,4843,2017-04-27,10:15:05,27.4,986,98.6,55,1,0,2
1069,4847,2017-04-27,10:30:46,27.5,987,99.3,56,1,0,2
1070,4851,2017-04-27,10:36:16,27.5,989,98.8,55,1,0,2
1071,4855,2017-04-27,10:46:44,27.5,988,98.7,55,1,0,2
1072,4859,2017-04-27,10:52:10,27.5,996,99.9,57,1,0,2
1073,4863,2017-04-27,12:08:55,27.9,976,99.9,44,1,0,2
1074,4867,2017-04-27,12:14:14,28.0,989,99.9,45,1,0,2
1075,4871,2017-04-27,12:19:33,28.0,986,99.9,41,1,0,2
1076,4875,2017-04-27,12:24:53,28.0,993,99.9,33,1,0,2
1077,4879,2017-04-27,12:30:24,28.0,990,99.9,43,1,0,2
1078,4883,2017-04-27,12:35:53,28.1,989,99.9,40,1,0,2
1079,4887,2017-04-27,12:41:12,28.0,997,99.9,38,1,0,2
1080,4891,2017-04-27,12:46:31,28.1,999,94.5,39,1,0,2
1081,4895,2017-04-27,12:51:50,28.1,1000,96.4,30,1,0,2
1082,4907,2017-04-27,1:07:46,28.1,999,98.6,27,1,0,2
1083,4911,2017-04-27,1:13:08,28.1,1001,96.9,26,1,0,2
1084,4915,2017-04-27,1:18:26,28.1,1003,97.2,26,1,0,2
1085,4919,2017-04-27,1:23:44,28.1,991,98.4,25,1,0,2
1086,4923,2017-04-27,1:29:01,28.1,1002,98.2,22,1,0,2
1087,4927,2017-04-27,1:34:20,28.1,1004,99.9,25,1,0,2
1088,4931,2017-04-27,7:10:45,27.9,1000,99.9,9,1,0,2
1089,4935,2017-04-27,7:36:50,27.9,1000,99.9,9,1,0,2
1090,4939,2017-04-27,7:42:19,27.9,1002,99.9,9,1,0,2
1091,4943,2017-04-27,8:05:31,27.8,1005,97.0,9,1,0,2
1092,4947,2017-04-27,8:10:52,27.8,997,97.1,9,1,0,2
1093,4951,2017-04-27,8:16:12,27.7,1006,99.2,9,1,0,2
1094,4971,2017-04-27,8:42:48,27.7,1010,99.7,9,1,0,2
1095,4975,2017-04-27,8:48:12,27.7,1012,98.9,9,1,0,2
1096,4979,2017-04-27,8:53:31,27.6,1011,99.6,9,1,0,2
1097,4983,2017-04-27,8:58:54,27.6,1013,97.2,9,1,0,2
1098,4987,2017-04-27,9:04:12,27.6,1014,99.4,9,1,0,2
1099,4991,2017-04-27,9:09:30,27.6,1009,99.6,9,1,0,2
1100,4995,2017-04-27,9:14:48,27.5,1014,99.9,9,1,0,2
1101,4999,2017-04-27,9:20:09,27.6,1014,98.6,9,1,0,2
1102,5003,2017-04-27,9:25:29,27.5,1016,97.6,9,1,0,2
1103,5007,2017-04-27,9:30:54,27.5,1014,99.1,9,1,0,2
1104,5011,2017-04-27,9:36:12,27.5,1016,98.9,9,1,0,2
1105,5015,2017-04-27,9:41:35,27.5,1016,99.0,9,1,0,2
1106,5027,2017-04-27,10:23:25,27.5,1009,99.9,9,1,0,2
1107,5031,2017-04-28,7:21:21,26.0,1024,99.9,37,1,0,2
1108,5035,2017-04-28,7:47:01,26.0,1024,99.9,42,1,0,2
1109,5047,2017-04-28,8:03:29,26.0,1024,99.9,91,1,0,2
1110,5051,2017-04-28,8:08:52,26.0,1024,99.9,105,1,0,2
1111,5061,2017-04-28,8:49:15,26.2,1024,96.7,106,1,0,2
1112,5065,2017-04-28,8:54:45,26.3,1024,99.9,101,1,0,2
1113,5069,2017-04-28,9:00:23,26.3,1024,99.8,98,1,0,2
1114,5073,2017-04-28,9:05:52,26.3,1024,99.1,95,1,0,2
1115,5077,2017-04-28,9:11:20,26.3,1024,98.4,92,1,0,2
1116,5081,2017-04-28,9:16:48,26.4,1024,99.9,87,1,0,2
1117,5085,2017-04-28,9:22:18,26.4,1024,99.7,84,1,0,2
1118,5089,2017-04-28,9:27:46,26.5,1024,99.1,80,1,0,2
1119,5093,2017-04-28,9:33:18,26.5,1024,99.4,75,1,0,2
1120,5097,2017-04-28,9:38:48,26.5,1024,99.7,73,1,0,2
1121,5101,2017-04-28,9:44:20,26.6,1024,99.4,70,1,0,2
1122,5105,2017-04-28,9:55:43,26.6,1024,98.8,67,1,0,2
1123,5109,2017-04-28,10:01:09,26.6,1024,98.3,64,1,0,2
1124,5113,2017-04-28,10:06:44,26.6,1024,94.5,60,1,0,2
1125,5117,2017-04-28,10:12:12,26.7,1024,97.4,57,1,0,2
1126,5121,2017-04-28,1:27:32,27.8,1024,97.8,26,1,0,2
1127,5125,2017-04-28,1:32:51,27.8,1024,98.0,35,1,0,2
1128,5129,2017-04-28,1:38:12,27.8,1024,96.8,35,1,0,2
1129,5133,2017-04-28,1:43:32,27.7,1024,97.2,27,1,0,2
1130,5137,2017-04-28,1:48:55,27.7,1024,93.2,31,1,0,2
1131,5141,2017-04-28,2:44:46,27.9,1024,99.9,21,1,0,2
1132,5145,2017-04-28,2:50:05,28.0,1023,99.9,23,1,0,2
1133,5149,2017-04-28,2:55:25,28.0,1024,99.9,18,1,0,2
1134,5161,2017-04-28,3:11:27,28.0,1024,99.9,24,1,0,2
1135,5165,2017-04-28,3:16:50,28.0,1024,99.9,19,1,0,2
1136,5169,2017-04-28,3:22:11,28.0,1024,99.9,15,1,0,2
1137,5173,2017-04-28,3:27:33,28.0,1024,99.9,15,1,0,2
1138,5177,2017-04-28,3:32:53,27.9,1024,99.4,17,1,0,2
1139,5181,2017-04-28,3:38:15,27.9,1024,99.9,16,1,0,2
1140,5189,2017-04-28,3:48:57,27.9,1024,99.9,24,1,0,2
1141,5193,2017-04-28,6:03:22,28.0,1024,99.9,5,1,0,2
1142,5197,2017-04-28,6:08:50,28.1,1024,99.9,4,1,0,2
1143,5201,2017-04-28,7:09:19,27.8,1024,97.5,9,1,0,2
1144,5205,2017-04-28,7:24:45,27.7,1024,95.6,9,1,0,2
1145,5209,2017-04-28,8:51:37,27.4,1023,96.2,9,1,0,2
1146,5213,2017-04-28,8:57:23,27.4,1024,97.2,9,1,0,2
1147,5217,2017-04-28,9:02:43,27.4,1024,97.1,9,1,0,2
1148,5221,2017-04-28,9:08:02,27.5,1024,97.0,9,1,0,2
1149,5225,2017-04-28,9:13:22,27.4,1024,95.6,9,1,0,2
1150,5229,2017-04-28,9:18:42,27.4,1024,96.7,9,1,0,2
1151,5233,2017-04-28,9:24:06,27.4,1024,94.5,9,1,0,2
1152,5237,2017-04-28,9:29:25,27.3,1024,96.3,9,1,0,2
1153,5241,2017-04-28,9:34:45,27.4,1024,98.2,9,1,0,2
1154,5245,2017-04-28,9:40:04,27.4,1024,98.6,9,1,0,2
1155,5249,2017-04-28,9:45:24,27.5,1024,98.4,9,1,0,2
1156,5253,2017-04-28,9:50:42,27.5,1024,97.4,9,1,0,2
1157,5257,2017-04-28,9:56:02,27.4,1024,97.0,9,1,0,2
1158,5261,2017-04-28,10:01:31,27.4,1024,96.2,9,1,0,2
1159,5265,2017-04-28,10:06:53,27.4,1024,97.4,9,1,0,2
1160,5269,2017-04-28,10:12:11,27.4,1024,97.3,9,1,0,2
1161,5273,2017-04-28,10:17:30,27.4,1024,98.3,9,1,0,2
1162,5277,2017-04-28,10:22:49,27.4,1024,96.8,9,1,0,2
1163,5285,2017-04-28,10:33:27,27.3,1024,96.9,9,1,0,2
1164,5289,2017-04-28,10:38:46,27.3,1024,95.4,9,1,0,2
1165,5293,2017-04-28,10:44:04,27.3,1024,97.1,8,1,0,2
1166,5297,2017-04-28,11:09:34,27.3,1024,99.6,4,1,0,2
1167,5301,2017-04-28,11:45:13,27.3,1024,99.9,3,1,0,2
1168,5305,2017-04-28,11:56:01,27.3,1024,99.9,3,1,0,2
1169,5309,2017-04-29,12:01:37,27.2,1024,99.9,4,1,0,2
1170,5313,2017-04-29,12:38:00,27.2,1024,99.9,4,1,0,2
1171,5317,2017-04-29,12:58:30,27.1,1024,99.9,4,1,0,2
1172,5321,2017-04-29,2:29:41,26.9,1024,99.9,4,1,0,2
1173,5325,2017-04-29,2:35:07,26.9,1024,99.9,3,1,0,2
1174,5329,2017-04-29,2:40:45,26.8,1024,99.9,4,1,0,2
1175,5333,2017-04-29,2:51:25,26.8,1024,99.9,4,1,0,2
1176,5337,2017-04-29,2:57:26,26.7,1024,99.9,4,1,0,2
1177,5341,2017-04-29,3:13:42,26.7,1024,99.9,4,1,0,2
1178,5345,2017-04-29,3:19:11,26.7,1024,99.9,4,1,0,2
1179,5349,2017-04-29,3:25:01,26.6,1024,99.9,4,1,0,2
1180,5357,2017-04-29,3:51:24,26.6,1024,99.9,4,1,0,2
1181,5365,2017-04-29,4:37:46,26.5,1024,99.9,4,1,0,2
1182,5369,2017-04-29,5:55:00,26.3,1024,99.9,5,1,0,2
1183,5373,2017-04-29,6:00:29,26.2,1024,99.9,5,1,0,2
1184,5377,2017-04-29,6:43:27,26.2,1024,99.9,20,1,0,2
1185,5381,2017-04-29,6:59:01,26.1,1024,99.7,30,1,0,2
1186,5385,2017-04-29,7:50:01,26.3,1024,99.9,50,1,0,2
1187,5389,2017-04-29,7:56:52,26.3,1024,99.9,71,1,0,2
1188,5393,2017-04-29,8:02:21,26.3,1024,99.9,84,1,0,2
1189,5397,2017-04-29,8:08:14,26.3,1024,99.9,92,1,0,2
1190,5401,2017-04-29,8:14:11,26.3,1024,99.9,96,1,0,2
1191,5405,2017-04-29,8:19:40,26.3,1024,99.9,97,1,0,2
1192,5409,2017-04-29,8:25:09,26.3,1024,99.9,99,1,0,2
1193,5413,2017-04-29,8:30:37,26.3,1024,99.9,100,1,0,2
1194,5417,2017-04-29,8:36:02,26.4,1024,99.5,98,1,0,2
1195,5421,2017-04-29,8:41:29,26.4,1024,98.5,100,1,0,2
1196,5425,2017-04-29,8:46:58,26.4,1024,99.9,99,1,0,2
1197,5429,2017-04-29,8:52:27,26.4,1024,99.9,99,1,0,2
1198,5433,2017-04-29,8:57:52,26.5,1024,99.9,96,1,0,2
1199,5437,2017-04-29,9:03:21,26.5,1024,99.9,97,1,0,2
1200,5441,2017-04-29,9:08:50,26.5,1024,99.9,94,1,0,2
1201,5445,2017-04-29,9:14:18,26.6,1024,99.9,95,1,0,2
1202,5449,2017-04-29,9:19:49,26.6,1024,99.9,90,1,0,2
1203,5453,2017-04-29,9:25:17,26.7,1024,99.9,85,1,0,2
1204,5457,2017-04-29,9:30:50,26.7,1024,99.9,81,1,0,2
1205,5461,2017-04-29,9:36:18,26.8,1024,99.9,79,1,0,2
1206,5465,2017-04-29,2:42:53,27.7,1024,99.9,32,1,0,2
1207,5469,2017-04-29,2:48:13,27.8,962,95.5,33,1,0,2
1208,5473,2017-04-29,2:53:31,28.1,966,93.8,25,1,0,2
1209,5477,2017-04-29,2:58:50,28.2,968,92.7,33,1,0,2
1210,5481,2017-04-29,3:04:08,28.3,972,93.4,32,1,0,2
1211,5485,2017-04-29,3:09:26,28.3,973,92.4,32,1,0,2
1212,5489,2017-04-29,3:14:45,28.4,974,92.2,28,1,0,2
1213,5493,2017-04-29,3:20:03,28.4,975,91.8,28,1,0,2
1214,5497,2017-04-29,3:25:22,28.5,974,91.6,32,1,0,2
1215,5501,2017-04-29,3:30:40,28.5,982,92.2,30,1,0,2
1216,5505,2017-04-29,3:35:58,28.7,982,91.6,27,1,0,2
1217,5509,2017-04-29,3:41:16,28.8,977,91.3,32,1,0,2
1218,5521,2017-04-29,3:57:11,28.7,979,90.4,30,1,0,2
1219,5525,2017-04-29,4:02:33,28.7,981,91.2,30,1,0,2
1220,5529,2017-04-29,4:07:53,28.7,981,90.5,31,1,0,2
